Entry_No,Sample_ID,Reference Doi,Reference Short,Rocktype,Craton,Country,Specific Location,Mineral,Garnet_type,SiO2,TiO2,Al2O3,CaO,Cr2O3,FeO,Fe2O3,MgO,MnO,Na2O,Ni,Sr,T,P
7753,JJH-37,UCT Thesis,Hops PhD 1989,Garnet lherzolite,Kalahari,South Africa,Jagersfontein,Garnet,G11,41.83,1.05,20.8,4.59,3.1,7.362,0.187,21.17,0.31,0.12,,,1135.17,43.46
7757,JJH-38,UCT Thesis,Hops PhD 1989,Garnet lherzolite,Kalahari,South Africa,Jagersfontein,Garnet,G11,41.75,0.82,20.31,4.74,3.17,7.364,0.185,20.74,0.3,0.1,,,1215.32,48.05
7766,JSL-091,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet lherzolite,Kalahari,South Africa,Letlhakane,Garnet,G9,41.28,0.27,19.16,5.38,6.66,7.144,0.185,19.87,0.39,0.09,,,918.78,40.83
7780,JSL-116,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet lherzolite,Kalahari,South Africa,Letlhakane,Garnet,G9,40.95,0.1,18.59,5.3,6.29,6.179,0.734,21.26,0.36,0.04,,,1186.73,58.02
7784,JSL-134,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet lherzolite,Kalahari,South Africa,Letlhakane,Garnet,G9,41.42,0.3,20,5.33,5.13,7.104,0.185,20.12,0.36,0.08,,,940.44,41.84
7807,JSL-177,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet lherzolite,Kalahari,South Africa,Letlhakane,Garnet,G9,41.63,0.09,19.85,5.45,5.2,6.717,0.315,20.46,0.36,0.07,,,1010.94,44.2
7813,JSL-193,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet lherzolite,Kalahari,South Africa,Letlhakane,Garnet,G9,41.34,0.03,19.45,5.06,6.41,6.784,0.185,20.47,0.35,0.06,,,899.28,37.75
7832,JSL-263,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet harzburgite,Kalahari,South Africa,Letlhakane,Garnet,G9,41.69,0.08,16.42,6.13,8.54,6.175,0.217,20.5,0.29,0.01,,,1278.99,53.35
7836,JSL-278,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet lherzolite,Kalahari,South Africa,Letlhakane,Garnet,G9,41.82,0.08,22.17,4.62,1.82,7.743,0.186,20.58,0.48,0.02,,,878.46,35.37
7840,JSL-296,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet websterite,Kalahari,South Africa,Letlhakane,Garnet,G9,42,0.31,22.44,3.96,1.41,7.356,0.66,21.55,0.34,0.07,,,1044.61,46.25
7846,JSL-504,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet lherzolite,Kalahari,South Africa,Letlhakane,Garnet,G9,40.48,0.25,19.3,5.56,6.15,7.04,0.734,20.17,0.42,0.04,,,1001.49,47.13
7850,JSL-533,UCT Thesis,"J. Stiefenhofer, Ph.D., 1993",Garnet lherzolite,Kalahari,South Africa,Letlhakane,Garnet,G9,40.49,0.21,18.34,5.38,7.26,6.803,0.73,20.17,0.43,0.06,,,942.54,48.6
7880,K7-232,https://doi.org/10.1007/BF00320978,Pearson et al 1994,Garnet spinel lherzolite,Kalahari,South Africa,Jagersfontein,Garnet,G9,41.6,0,22.6,5.22,1.72,7.528,0.746,20.4,0.52,,,,764.49,32.84
7888,K7/257,UCT Thesis,Winterburn PhD 1987,Garnet Lherzolite,Kalahari,South Africa,Jagersfontein,Garnet,G9,43.12,0,22.13,4.77,2.36,8.401,0.187,19.05,0.42,,,,831.99,36.58
7892,K7/318,UCT Thesis,Winterburn PhD 1987,Garnet Lherzolite,Kalahari,South Africa,Jagersfontein,Garnet,G9,42.09,0,22.09,4.75,2.34,8.312,0.187,20.05,0.41,,,,802.29,31.55
7896,KAK-01,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Anis Kubub,Garnet,G9,42.45,0.25,22.34,5.03,2.59,7.37,0.189,20.36,0.35,0.05,,,1062.27,44.01
7904,KAK-06,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Anis Kubub,Garnet,G9,41.63,0.25,22.17,4.73,2.35,7.933,0.186,20.18,0.36,0.09,,,990.28,36.74
7908,KAK-08,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Anis Kubub,Garnet,G9,41.95,0.27,22.11,4.65,2.41,7.812,0.187,20.69,0.34,0.05,,,1056.99,40.72
7912,KAK-09,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Anis Kubub,Garnet,G9,41.32,0.29,22.2,4.69,2.1,7.569,0.501,20.48,0.35,0.05,,,1035.83,39.85
7916,KAK-12,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Anis Kubub,Garnet,G9,41.61,0.24,21.02,5.24,3.81,7.124,0.484,20.5,0.36,0.05,,,1027.94,41.68
7920,KAK-16b,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Anis Kubub,Garnet,G9,41.98,0.25,22.12,4.75,2.57,7.791,0.187,20.55,0.41,0.02,,,1090.15,42.45
7932,KAK-24a,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet harzburgite,Rehoboth,Namibia,Anis Kubub,Garnet,G9,41.64,0.14,20.19,5.69,4.46,7.373,0.319,20.07,0.38,0.02,,,1202.22,45.31
7936,KAK-24b,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet harzburgite,Rehoboth,Namibia,Anis Kubub,Garnet,G12,41.52,0.05,18.06,7.29,7.5,6.134,0.184,19.53,0.33,0,,,1428.26,50.73
7940,KAK-26,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet harzburgite,Rehoboth,Namibia,Anis Kubub,Garnet,G11,41.98,0.37,20.83,5.18,2.89,7.013,0.186,20.73,0.28,0.06,,,1106.22,45.1
7947,KAK-31,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Anis Kubub,Garnet,G9,41.98,0.22,20.44,5.1,3.69,7.253,0.185,20.48,0.38,0.04,,,992.39,39.71
7960,KDT11-f,UCT Thesis,"Smith, M.R. (Ph.D thesis, 1981)",Garnet lherzolite,Kalahari,South Africa,DuToitspan,Garnet,G9,41.96,0.02,20.2,5.24,4.69,6.803,0.185,20.4,0.35,0.02,,,908.73,36.34
7964,KGG06,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.59,0.31,20.66,4.9,3.34,7.854,0.184,19.93,0.38,0,,,934.54,38.95
7968,KGG13,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.59,0.08,20.98,5.4,4.09,7.347,0.448,20.29,0.37,0,,,921.6,34.38
7972,KGG14,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.96,0.27,21.66,4.89,2.66,7.812,0.186,20.19,0.38,0,,,951.81,40.49
7976,KGG16,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.48,0.17,20.71,5.4,3.66,6.954,0.184,20.11,0.34,0,,,1132.08,41.36
7980,KGG20A,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.99,0.11,21.22,5.31,2.81,7.703,0.186,20.41,0.36,0,,,924.69,33.43
7984,KGG20B,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.95,0.01,21.59,5.07,2.83,7.765,0.35,20.5,0.37,0,,,1027.58,39.88
7988,KGG23,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.7,0.11,19.81,5.8,5.43,7.803,0.186,19.64,0.4,0,,,887.94,34.76
7992,KGG30,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.53,0.25,21.66,4.99,2.67,7.475,0.65,20.57,0.35,0,,,1025.12,43.59
7996,KGG31,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.58,0.21,19.71,5.33,4.71,7.204,0.184,20.32,0.45,0,,,1012.55,37.43
8000,KGG36,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.37,0.13,20.39,5.41,4.47,6.595,0.183,19.67,0.34,0,,,1160.24,39.82
8018,KGG48,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.5,0.19,20.18,5.41,4.57,6.199,0.335,20.93,0.35,0,,,1224.36,43.54
8022,KGG50,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,42.14,0.07,21.54,4.84,2.67,7.562,0.187,20.7,0.43,0,,,1018.98,42.41
8025,KGG51,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet harzburgite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.84,0.16,19.7,5.7,5.26,5.453,0.185,21.07,0.3,0,,,1234.64,43.2
8032,KGG54,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.36,0.33,21.8,4.77,2.51,8.033,0.185,20.31,0.38,0,,,947.95,34.68
8036,KGG55,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,42.29,0.21,21.8,4.8,2.6,7.881,0.188,20.57,0.39,0,,,960.05,38.82
8044,KGG60,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,40.8,0.25,21.81,4.89,2.42,7.508,0.736,20.37,0.44,0,,,914.42,38.16
8048,KGG62,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.39,0.42,19.47,5.69,5.43,8.284,0.185,19.35,0.44,0,,,928.88,38.9
8056,KGG63,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.46,0.31,21.47,4.81,2.59,8.154,0.185,20.2,0.39,0,,,913.37,36.57
8060,KGG65,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,40.82,0.29,20.06,5.42,4.56,6.999,0.623,20.04,0.39,0,,,986.83,39.78
8064,KGG65a,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.11,0.29,19.38,5.85,5.81,5.446,0.716,20.75,0.48,0,,,1229.06,45.91
8068,KGG66,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,40.86,0.23,21.5,4.88,2.82,7.628,0.736,20.23,0.4,0,,,1000.73,39.01
8080,KGG70,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,40.79,0.24,21.56,5.03,2.94,7.386,0.738,20.5,0.43,0,,,1006.58,41.03
8084,KGG71,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G11,41.89,0.81,18.87,6.26,5.76,5.713,0.186,20.66,0.29,0,,,1211.36,44.53
8088,KGG72,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.58,0.18,19.85,5.61,4.44,7.785,0.184,19.5,0.46,0,,,911.4,31.04
8092,KGG77,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.19,0.09,19.96,5.9,5.21,6.806,0.738,19.95,0.44,0,,,1214.53,44.75
8096,KGG81,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.28,0.18,19.99,5.32,4.94,7.442,0.265,20.12,0.39,0,,,976.87,39.47
8100,KGG83,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.13,0.23,19.45,5.57,4.79,6.927,0.182,19.52,0.43,0,,,941.17,38.48
8103,KGG84,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet harzburgite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G10,41.55,0.04,18.45,4.5,7.18,5.284,0.184,21.8,0.27,0,,,1235.99,45.28
8107,KGG88,https://doi.org/10.1086/629854,"Franz, Brey & Okrusch 1996",Garnet lherzolite,Rehoboth,Namibia,Gibeon Townlands 1,Garnet,G9,41.39,0.29,20.66,5.19,4.07,7.285,0.184,19.52,0.39,0,,,954.34,39.05
8111,KHA-001,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Hanaus,Garnet,G9,41.23,0,20.8,5.65,4.09,7.894,0.184,19.45,0.4,0,,,861.53,29.14
8114,KHA-003,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Hanaus,Garnet,G9,41.72,0.07,20.65,5.16,3.53,7.467,0.359,20.34,0.33,0.06,,,1081.18,34.34
8117,KHA-006,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Hanaus,Garnet,G9,41.42,0,21.25,5.18,3.8,7.932,0.421,19.89,0.5,0,,,898.59,33.77
8120,KHA-010,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Hanaus,Garnet,G9,41.33,0,21.12,5.52,3.84,7.884,0.24,19.57,0.57,0,,,888.41,33.09
8126,KHA-050,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Hanaus,Garnet,G11,41.64,0.54,19.71,5.32,4.83,6.013,0.185,21.19,0.33,0.06,,,1338.87,49
8158,KHA-092,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Hanaus,Garnet,G11,41.25,0.68,19.84,5.98,4.7,7.064,0.184,19.9,0.29,0.05,,,1423.66,44.41
8162,KHA-093,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet lherzolite,Rehoboth,Namibia,Hanaus,Garnet,G11,41.72,0.65,21.05,5.5,3.03,7.802,0.186,20.18,0.26,0.06,,,1316.9,41.72
8166,KHA-103,Russ. Geol. Geophys. (1997) 38 (1): 261–276.,"Franz, Brey & Okrusch 1997",Garnet spinel lherzolite,Rehoboth,Namibia,Hanaus,Garnet,G9,41.09,0.02,22.17,5.72,2.47,8.084,0.184,19.03,0.46,0.01,,,827.39,28.96
8170,KJAG22,UCT Thesis,"Smith, M.R. (Ph.D thesis, 1981)",Garnet lherzolite,Kalahari,South Africa,Jagersfontein,Garnet,G11,41.86,0.53,17.41,5.9,6.97,6.745,0.183,19.77,0.34,0.06,,,1117.04,49.59
8178,LBM-09,"Gurney, J.J., Harte, B. and Cox, K.G., 1973, August. The composition of mantle xenoliths in the Matsoku Kimberlite Pipe. In International Kimberlite Conference: Extended Abstracts (Vol. 1, pp. 139-142).","Cox, Gurney and Harte 1973",,Kalahari,Lesotho,Matsoku,Garnet,G9,41.81,0.08,21.57,5.07,4,7.181,0.188,20.77,0.36,,,,908.7,37.43
8184,LBM-11,"Gurney, J.J., Harte, B. and Cox, K.G., 1973, August. The composition of mantle xenoliths in the Matsoku Kimberlite Pipe. In International Kimberlite Conference: Extended Abstracts (Vol. 1, pp. 139-142).","Cox, Gurney and Harte 1973",,Kalahari,Lesotho,Matsoku,Garnet,G9,41.95,0.13,19.71,5.24,5.83,7.092,0.186,20.47,0.35,,,,920.29,38.1
8194,LBM-16,"Gurney, J.J., Harte, B. and Cox, K.G., 1973, August. The composition of mantle xenoliths in the Matsoku Kimberlite Pipe. In International Kimberlite Conference: Extended Abstracts (Vol. 1, pp. 139-142).","Cox, Gurney and Harte 1973",,Kalahari,Lesotho,Matsoku,Garnet,G9,41.45,0.27,20.68,4.58,4.17,6.904,0.185,20.63,0.35,,,,882.83,34.45
8197,LBM-17A,"Gurney, J.J., Harte, B. and Cox, K.G., 1973, August. The composition of mantle xenoliths in the Matsoku Kimberlite Pipe. In International Kimberlite Conference: Extended Abstracts (Vol. 1, pp. 139-142).","Cox, Gurney and Harte 1973",,Kalahari,Lesotho,Matsoku,Garnet,G9,41.84,0.07,21.87,4.8,3.74,6.241,0.188,21.46,0.34,,,,929.87,37.61
8205,LBM-30,"Gurney, J.J., Harte, B. and Cox, K.G., 1973, August. The composition of mantle xenoliths in the Matsoku Kimberlite Pipe. In International Kimberlite Conference: Extended Abstracts (Vol. 1, pp. 139-142).","Cox, Gurney and Harte 1973",,Kalahari,Lesotho,Matsoku,Garnet,G11,41.34,0.45,20.83,4.66,3.62,7.614,0.184,20.29,0.37,,,,953.88,40.12
8209,LBM-32,"Gurney, J.J., Harte, B. and Cox, K.G., 1973, August. The composition of mantle xenoliths in the Matsoku Kimberlite Pipe. In International Kimberlite Conference: Extended Abstracts (Vol. 1, pp. 139-142).","Cox, Gurney and Harte 1973",,Kalahari,Lesotho,Matsoku,Garnet,G9,40.09,0.33,21.06,4.55,3.61,8.745,0.728,19.5,0.43,,,,877.14,43.56
8221,LBM-37A,"Gurney, J.J., Harte, B. and Cox, K.G., 1973, August. The composition of mantle xenoliths in the Matsoku Kimberlite Pipe. In International Kimberlite Conference: Extended Abstracts (Vol. 1, pp. 139-142).","Cox, Gurney and Harte 1973",,Kalahari,Lesotho,Matsoku,Garnet,G9,40.43,0.18,20.31,4.68,2.33,10.444,0.729,20.26,0.41,,,,989.27,39.51
8225,LBM-38B,"Gurney, J.J., Harte, B. and Cox, K.G., 1973, August. The composition of mantle xenoliths in the Matsoku Kimberlite Pipe. In International Kimberlite Conference: Extended Abstracts (Vol. 1, pp. 139-142).","Cox, Gurney and Harte 1973",,Kalahari,Lesotho,Matsoku,Garnet,G9,40.36,0.42,20.55,4.46,1.73,9.504,0.729,21,0.34,,,,985.04,39.34
8234,LRA-03,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.32,0.28,21.44,5.09,3.45,7.561,0.188,20.55,0.38,0.03,,,968.21,34.18
8240,LRA-05,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.59,0.04,21.71,5.29,3.28,7.78,0.189,20.24,0.4,0.01,,,902.52,38.1
8243,LRA-06,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.68,0.24,21.89,4.8,2.9,7.5,0.189,20.9,0.37,0.03,,,983.88,36.59
8247,LRA-07,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.37,0.07,20.7,5.6,4.59,7.521,0.188,20,0.41,0.02,,,948.95,35.58
8250,LRA-08,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.5,0.04,21.73,5.25,3.17,7.871,0.188,20.19,0.39,0.02,,,903.64,39.07
8253,LRA-09,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.38,0.3,21.09,5.19,3.81,7.631,0.188,20.45,0.38,0.04,,,1085.24,45.8
8256,LRA-10,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G11,42.39,0.81,20.11,5.56,4.55,6.33,0.188,21.11,0.29,0.07,,,1199.31,47.81
8259,LRA-11,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.8,0.29,21.99,4.73,2.62,7.329,0.19,21.09,0.36,0.05,,,975.91,38.88
8263,LRA-12,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.55,0.13,22.17,4.81,2.52,7.92,0.189,20.62,0.35,0.03,,,1170.13,46.95
8266,LRA-13,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet spinel lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.07,0.07,18.99,6.6,6.8,6.612,0.186,19.76,0.39,0.01,,,1002.21,43.53
8269,LRA-14,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.4,0.3,21.28,5.24,3.63,7.291,0.188,20.62,0.35,0.03,,,1017.06,49.2
8272,LRA-15,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.56,0.07,21.77,5.27,3.18,7.83,0.189,20.21,0.4,0.01,,,915.04,37.34
8275,LRA-16,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.57,0.02,21.25,5.57,3.97,7.48,0.188,20.1,0.41,0.01,,,938.43,45.91
8278,LRA-17,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.52,0.03,21.53,5.48,3.51,7.551,0.188,20.16,0.38,0.01,,,934.02,34.76
8281,LRA-18,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.49,0.06,21.53,5.35,3.43,7.531,0.188,20.3,0.38,0.01,,,950.47,40.55
8284,LRA-19,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.2,0.07,20.15,6.06,5.33,7.282,0.187,19.63,0.4,0.01,,,952.83,40.24
8287,LRA-20,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.53,0.04,21.79,5.2,3.2,7.56,0.189,20.44,0.39,0.01,,,972.3,39.65
8290,LRA-21,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.4,0.29,20.71,5.23,4.28,7.271,0.188,20.53,0.38,0.04,,,964.68,38.03
8293,LRA-22,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.52,0.26,21.48,5.23,3.32,7.46,0.188,20.47,0.37,0.04,,,1129.44,47.13
8296,LRA-23,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet spinel lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G11,42.25,0.42,20.33,5.38,4.86,6.311,0.188,20.94,0.33,0.03,,,1261.63,48.89
8299,LRA-24,NA,"Bell & Rossman (1992), DRB (unpubl)",Garnet lherzolite,Kalahari,South Africa,Louwrensia,Garnet,G9,42.76,0.06,22.26,4.78,2.62,7.209,0.189,21.09,0.35,0.02,,,1039.04,37.08
8302,MB03,"Cox, K. G., Smith, M .R., Beswetherick, S., 1987. Textural studies of garnet lherzolites: evidence of exsolution origin from high-temperature harzburgites. In: Nixon, P. H. (ed.) Mantle Xenoliths. New York: John Wiley, 537-550. ",Cox et al 1987,Garnet lherzolite,Kalahari,South Africa,Bultfontein,Garnet,G9,42.4,0.16,20.39,4.84,4.11,6.832,0.186,20.71,0.35,0.04,,,912.22,36.89
8306,MB04,"Cox, K. G., Smith, M .R., Beswetherick, S., 1987. Textural studies of garnet lherzolites: evidence of exsolution origin from high-temperature harzburgites. In: Nixon, P. H. (ed.) Mantle Xenoliths. New York: John Wiley, 537-550. ",Cox et al 1987,Garnet lherzolite,Kalahari,South Africa,Bultfontein,Garnet,G9,41.98,0.23,19.5,4.78,5.59,6.243,0.186,21.11,0.37,0.05,,,978.92,39.97
8310,MB07,"Cox, K. G., Smith, M .R., Beswetherick, S., 1987. Textural studies of garnet lherzolites: evidence of exsolution origin from high-temperature harzburgites. In: Nixon, P. H. (ed.) Mantle Xenoliths. New York: John Wiley, 537-550. ",Cox et al 1987,Garnet lherzolite,Kalahari,South Africa,Bultfontein,Garnet,G9,42.64,0.02,20.04,5.24,4.75,6.342,0.186,20.55,0.35,0.03,,,952.5,39.11
8314,MB12,"Cox, K. G., Smith, M .R., Beswetherick, S., 1987. Textural studies of garnet lherzolites: evidence of exsolution origin from high-temperature harzburgites. In: Nixon, P. H. (ed.) Mantle Xenoliths. New York: John Wiley, 537-550. ",Cox et al 1987,Garnet lherzolite,Kalahari,South Africa,Bultfontein,Garnet,G9,41.55,0.11,20.38,5.04,4.8,6.594,0.374,20.88,0.37,0.03,,,986.2,41
8318,MB13,"Cox, K. G., Smith, M .R., Beswetherick, S., 1987. Textural studies of garnet lherzolites: evidence of exsolution origin from high-temperature harzburgites. In: Nixon, P. H. (ed.) Mantle Xenoliths. New York: John Wiley, 537-550. ",Cox et al 1987,Garnet lherzolite,Kalahari,South Africa,Bultfontein,Garnet,G9,42.35,0.05,20.06,5,4.45,6.543,0.186,20.84,0.36,0.05,,,930.21,37.28
8322,NL001,https://doi.org/10.2113/104.1.23,Moore and Lock 2001,Garnet lherzolite,Kalahari,Lesotho,Letseng la Terae,Garnet,G9,41.52,0.07,18.19,5.7,6.71,6.235,0.183,20.42,0.39,0.04,,,1022.37,44.81
